id,summary
tifu-test-04975,i was a guy to get my boss.
tifu-test-04976,"i tried to get a girl with my friend, she was going out of her girlfriend."
tifu-test-04977,"i tried to get a girl, got caught my house."
tifu-test-04978,"i tried to get a girl, got caught my mom's house."
tifu-test-04979,"i was a girl, i didn't know it had been sick."
tifu-test-04980,"i got drunk in my house,"
tifu-test-04981,i was a game of my friend's school.
tifu-test-04982,"i didn't be a wrong of my friend,"
tifu-test-04983,"i tried to get a shit, got my nose and i was stuck up the toilet."
tifu-test-04984,"i tried to get a new phone, got stuck up my dad's house."
tifu-test-04985,i was a lot of my friend and i had be the hospital.
tifu-test-04986,"i tried to get a girl,"
tifu-test-04987,"i tried to get a girl, got drunk with my friend and i was going out of the first day."
tifu-test-04988,"i tried to get a girl with my friend's date, i'm not have be going out."
tifu-test-04989,"went to get a girl, got drunk with my girlfriend."
tifu-test-04990,"i tried to get a new car, got stuck up the road."
tifu-test-04991,"i didn't read my friend, i was a professor and he got to get the school."
tifu-test-04992,i didn't know my brother's mom and i'm not have a little birthday.
tifu-test-04993,i tried to eat my mom's house.
tifu-test-04994,"i tried to get a girl with my girlfriend, ended up out of the date."
tifu-test-04995,"i went to get a girl, got caught up in the school."
tifu-test-04996,"i tried to get a girl, ended up my girlfriend and got an woman."
tifu-test-04997,"i tried to get a new laptop and got my own house,"
tifu-test-04998,"i tried to read the wrong of my computer, ended up it was a library."
tifu-test-04999,"i tried to get a guy, got caught up with the police and ended out of my house."
tifu-test-05000,"i tried to make a fire of my house,"
tifu-test-05001,"tried to get a beach, got caught up with the road."
tifu-test-05002,"i tried to get a girl, got caught my house."
tifu-test-05003,"i was a big girl, i'm my boss."
tifu-test-05004,"i tried to get a girl, got caught my car."
tifu-test-05005,"i tried to get a car, i'm stuck up my own house."
tifu-test-05006,i didn't know i'm a new job.
tifu-test-05007,"i tried to get a shower and got my house, ended up the floor."
tifu-test-05008,"i tried to get a guy, got stuck up with my head and ended out of the foot."
tifu-test-05009,"i tried to get a guy, got caught my friend and now i was stuck up the police."
tifu-test-05010,"i tried to get a girl, got drunk in the school."
tifu-test-05011,"i tried to get a new room, ended up my house."
tifu-test-05012,"i was going to get a kid, but i didn't go out of my mom."
tifu-test-05013,"i went to get a girl, ended up my house."
tifu-test-05014,"tried to get a girl, got caught my house."
tifu-test-05015,"i tried to get a toilet, got caught my bathroom."
tifu-test-05016,"i tried to make a fire, ended up my house."
tifu-test-05017,"i tried to get a pizza,"
tifu-test-05018,"i tried to get a girl, ended up with my girlfriend."
tifu-test-05019,"i tried to make my house, got a new room of the couch."
tifu-test-05020,i was a girl in my friend and she had to get her face.
tifu-test-05021,"i tried to play a girl, i was going out of my mom's mother."
tifu-test-05022,"i tried to get a lot of my nose, got stuck up the bathroom."
tifu-test-05023,i was a lot of my boss.
tifu-test-05024,"i tried to get a girl, got caught my girlfriend."
tifu-test-05025,"i tried to get a new computer, and i didn't have the first time."
tifu-test-05026,"tried to get a guy, got caught up with the hospital."
tifu-test-05027,i tried to get a new computer and got stuck up my car.
tifu-test-05028,"i tried to get a girl, got caught my girlfriend and i was going out of the kid."
tifu-test-05029,i was a girl.
tifu-test-05030,"i tried to get a girl, got caught my girlfriend."
tifu-test-05031,"i was a guy for my boss, i didn't get the pizza."
tifu-test-05032,i tried to make a lot of my house.
tifu-test-05033,"i tried to get a shit, i didn't eat up my house."
tifu-test-05034,"i tried to get a toilet, ended up my bathroom."
tifu-test-05035,"i tried to get a girl, got caught my friend and ended up the school."
tifu-test-05036,"tried to get a road, got stuck up my foot."
tifu-test-05037,"i tried to get a girl and got my mom's bed,"
tifu-test-05038,"i tried to get a new house, got caught up out of the door."
tifu-test-05039,"i tried to get a girl, got caught my head."
tifu-test-05040,"i tried to get a guy, got caught my friend."
tifu-test-05041,"i tried to get a joke of my friend, ended up the doctor."
tifu-test-05042,i tried to get a new birthday and got my mom's house.
tifu-test-05043,"i tried to get a girl with my girlfriend, but she was going out."
tifu-test-05044,"i tried to get a toilet, got caught the bathroom and ended up my foot."
tifu-test-05045,"i tried to get a dog, got caught my car and ended up the road."
tifu-test-05046,i was a lot of my house.
tifu-test-05047,"i tried to get a car, got stuck up my head."
tifu-test-05048,"i tried to get a girl, got caught it was the house."
tifu-test-05049,"i went to get a big job, got stuck up my foot."
tifu-test-05050,"i tried to get a new job of my boss,"
tifu-test-05051,"i tried to get a shower, ended up my face."
tifu-test-05052,"i tried to get a new job, ended up my boss."
tifu-test-05053,"got drunk, got a big car and ended up my head of the road."
tifu-test-05054,"i tried to get a new car, got stuck up my house."
tifu-test-05055,"i tried to get a few day, got stuck up my house."
tifu-test-05056,"i tried to make a pizza, got drunk with my house."
tifu-test-05057,"tried to get a car, got caught the door in my house."
tifu-test-05058,"i tried to get a car, got caught out of the road."
tifu-test-05059,"i tried to get a new car, got my house."
tifu-test-05060,"i tried to get a new computer, got stuck up my phone."
tifu-test-05061,"i went to get a wrong of my house, ended up the bathroom."
tifu-test-05062,"i tried to get a school, got caught my friend in the class."
tifu-test-05063,"i tried to get a dick and got my nose, ended up the floor."
tifu-test-05064,"i tried to get a girl, ended up out of my friend and got caught it was going to tell me."
tifu-test-05065,"i tried to get a new car, but i didn't know it."
tifu-test-05066,"i tried to get a girl, ended up my girlfriend."
tifu-test-05067,"i went to get a car, got stuck up in the road of my foot."
tifu-test-05068,"i tried to get a shower, got stuck up my house."
tifu-test-05069,"tried to get a wrong of my friend, ended up the first time."
tifu-test-05070,"i tried to get a girl, ended up my teacher was stuck in the school."
tifu-test-05071,"i was a wrong of my pants,"
tifu-test-05072,"i tried to get a new job, got stuck up my house and ended out of the door."
tifu-test-05073,"i tried to get a girl, got caught my girlfriend."
tifu-test-05074,"i tried to get a game, got stuck up for the ticket."
tifu-test-05075,"i went to get a toilet, ended up my bathroom."
tifu-test-05076,"i tried to get a shower, ended up my toilet."
tifu-test-05077,"tried to get a girl, ended up my arm and got caught the water."
tifu-test-05078,"i was a guy in the school, got to get my boss."
tifu-test-05079,"i tried to get a girl, got drunk with my face of the first day."
tifu-test-05080,i was a chicken of my dog and i didn't eat it.
tifu-test-05081,"i tried to get a new job, got caught the door."
tifu-test-05082,"i tried to get a picture of my friend,"
tifu-test-05083,"i tried to get a new phone, but i was stuck up my boss."
tifu-test-05084,"i tried to get a girl, got drunk in the party of my mom's house."
tifu-test-05085,"went to get a bathroom, got caught up in the toilet."
tifu-test-05086,"tried to get a car, got caught up the police."
tifu-test-05087,"tried to make my hand of the sun,"
tifu-test-05088,"i tried to get a knife, i was cut my finger of the hand."
tifu-test-05089,"tried to get a cat dog, ended up my car."
tifu-test-05090,"tried to get a girl, got caught up with my girlfriend."
tifu-test-05091,"tried to get a girl, got drunk with my girlfriend and ended up out of the party."
tifu-test-05092,"tried to get a girl, ended up with my friend."
tifu-test-05093,"i went to get a toilet, ended up my bathroom and got caught the hospital."
tifu-test-05094,"tried to get a girl, got stuck up with the door."
tifu-test-05095,"tried to get a girl, got caught my house."
tifu-test-05096,"tried to make a girl, ended up my mother's house."
tifu-test-05097,i didn't know my mom's house.
tifu-test-05098,"i tried to get a lot of my face, got stuck up with the sun."
tifu-test-05099,"i tried to get a new job, and got caught up my car."
tifu-test-05100,"i went to get a girl, got caught my car and i was going out of the train."
tifu-test-05101,"i tried to get a car, got stuck up the road and ended out of my bike."
tifu-test-05102,"tried to wash my toilet,"
tifu-test-05103,i tried to get a bag of my house.
tifu-test-05104,"i tried to get a car, got stuck up my head."
tifu-test-05105,"i tried to get a new friend, got drunk with my car."
tifu-test-05106,"i tried to get a new job, got stuck up with the first time."
tifu-test-05107,"i tried to get a new car, got stuck up my dad's school."
tifu-test-05108,"i tried to make a new computer, i was stuck up the fire."
tifu-test-05109,"i tried to get a school, ended up my friend and got caught out of the class."
tifu-test-05110,"went to get a bathroom, got caught my house."
tifu-test-05111,"i tried to get a girl, got caught out of my girlfriend."
tifu-test-05112,"i tried to get a few weeks, got stuck up my head of the hospital."
tifu-test-05113,"i went to get a new door, got stuck up my car."
tifu-test-05114,i told my friend i was a guy and now he didn't know it.
tifu-test-05115,"i tried to get a new car, got stuck up my dad's house."
tifu-test-05116,"i tried to pay a plane, got an flight of the airport."
tifu-test-05117,"i tried to get a new car, i'm not have pay it."
tifu-test-05118,"i tried to eat my dog, i was a cat cats and it's house."
tifu-test-05119,"i fucked up my girlfriend and got a girl,"
tifu-test-05120,"i went to get a girl, got caught up my friend and ended out."
tifu-test-05121,i went to get a shower and got my mom's house.
tifu-test-05122,"i tried to make my car,"
tifu-test-05123,"i tried to get a shower, ended up my face of the floor."
tifu-test-05124,i tried to get a bar of my car.
tifu-test-05125,"i tried to get a new phone, i didn't be the first time."
tifu-test-05126,"i tried to get a new car, ended up my phone."
tifu-test-05127,"i tried to get a new ear, got stuck up my phone."
tifu-test-05128,"tried to make a fridge, ended up my house."
tifu-test-05129,"tried to take a bottle of my toilet,"
tifu-test-05130,"i went to get a bathroom, ended up my toilet."
tifu-test-05131,"i tried to get a girl, ended up my face of the first day."
tifu-test-05132,i tried to send my dad's computer and i'm a guy.
tifu-test-05133,"i tried to get a new job, got drunk in my boss."
tifu-test-05134,"i tried to be a wrong of my phone,"
tifu-test-05135,"i tried to get a new car, ended up out of my phone."
tifu-test-05136,"tried to make a glass, got stuck up my finger with the hole."
tifu-test-05137,"i tried to get a kid and got my dad's house,"
tifu-test-05138,"i tried to get a new car, got caught the door and ended up my house."
tifu-test-05139,"i tried to get a kid, got caught my car and ended up out of the house."
tifu-test-05140,"i tried to get a girl, ended up the room."
tifu-test-05141,i tried to get a pizza and got my house.
tifu-test-05142,i tried to make my nose.
tifu-test-05143,"i went to get a few day, got caught up my house."
tifu-test-05144,"i went to get a new car, got stuck up my house."
tifu-test-05145,"i tried to get a class of my friend, but i didn't know it was not have be the professor."
tifu-test-05146,"i tried to get a party of my friend,"
tifu-test-05147,"tried to get a girl, ended up my face of the bathroom."
tifu-test-05148,"tried to get a guy, got caught out of my friend."
tifu-test-05149,"i went to get a big car, got caught my house and ended up the bathroom."
tifu-test-05150,"i tried to get a new job, got my boss."
tifu-test-05151,i was a lot of my friend and i didn't go to make the first time.
tifu-test-05152,"i tried to get a girl, got caught my mom's house."
tifu-test-05153,"i tried to get a little kid, i'm be the first day."
tifu-test-05154,"i was a lot of my car, got to make it's house."
tifu-test-05155,"i tried to get a new job, got stuck up my nose and ended out of the first time."
tifu-test-05156,"i tried to get a shower and got my face,"
tifu-test-05157,"i was a girl with my girlfriend, she didn't get her boyfriend."
tifu-test-05158,"i was a little kid, i didn't get my mom's house."
tifu-test-05159,"i tried to get a guy, got caught my phone."
tifu-test-05160,"i tried to get a few day, ended up my finger of the first time."
tifu-test-05161,i tried to get a car and got stuck up my bus.
tifu-test-05162,i tried to make a bottle of my coffee.
tifu-test-05163,"i tried to get a new store of the shop, got stuck up my boss."
tifu-test-05164,i was a lot of my doctor and i didn't take the hospital.
tifu-test-05165,"i tried to make a pizza, got drunk with my house."
tifu-test-05166,"went to get a guy, got caught up with the street and ended out of front."
tifu-test-05167,"i tried to get a shower, ended up my house."
tifu-test-05168,"i tried to get a shit, ended up out of the hospital."
tifu-test-05169,"i was a girl and i didn't know it,"
tifu-test-05170,"i was going to get a new friend, but i didn't know it."
tifu-test-05171,i was a job of my boss.
tifu-test-05172,"tried to get a train, got caught up the road."
tifu-test-05173,i tried to get a car and got stuck up the road.
tifu-test-05174,"i thought i'm a big friend's family,"
tifu-test-05175,"i tried to get a fire and got the hospital,"
tifu-test-05176,"i tried to get a new car, got stuck up my head of the road."
tifu-test-05177,"i tried to get a guy, got caught my house."
tifu-test-05178,"i was going to get a girl and ended up the school,"
tifu-test-05179,"i tried to get a shower, got stuck up my foot."
tifu-test-05180,"i tried to buy my car, got a few weeks."
tifu-test-05181,"i tried to get a big dog, got caught my nose and ended up the hospital."
tifu-test-05182,"i was a joke of my friend, i didn't go to get the first time."
tifu-test-05183,"i tried to get a girl, ended up the bathroom and got caught my house."
tifu-test-05184,"i got drunk with my friend's house, ended up a party and now i was sick."
tifu-test-05185,i was a joke of my boss.
tifu-test-05186,i was a girl with my girlfriend and she didn't know it.
tifu-test-05187,"i tried to get a doctor, got an hospital."
tifu-test-05188,i was a guy in my friend's house.
tifu-test-05189,i didn't know my mom.
tifu-test-05190,"i was going to get a new car, but i'm stuck up my mom's house."
tifu-test-05191,"i tried to get a girl, ended up the door in my house."
tifu-test-05192,"i tried to get a car, got caught up my house."
tifu-test-05193,"i tried to get a guy in the bathroom, ended up my toilet."
tifu-test-05194,"i thought i was a girl,"
tifu-test-05195,i got drunk with my friend's house.
tifu-test-05196,"i tried to get a party, got drunk with my girlfriend and ended up out of the first night."
tifu-test-05197,"i tried to get a girl with my friend, i didn't go out of the first time."
tifu-test-05198,"i tried to get a new phone, got stuck up the computer."
tifu-test-05199,"i tried to get a girl, got my phone."
tifu-test-05200,"i tried to get a guy, got caught my car."
tifu-test-05201,"i tried to get a door, got stuck up the house."
tifu-test-05202,i was a job of my boss.
tifu-test-05203,i tried to make a fire and got burnt up my house.
tifu-test-05204,"i didn't go to get a school, but i was going out of my job."
tifu-test-05205,"i tried to get a dog, got caught my house."
tifu-test-05206,"i was going to buy a kid, but i'm not get the kids."
tifu-test-05207,"i was a ride to get my car,"
tifu-test-05208,"tried to get a train, got caught up my foot."
tifu-test-05209,"i tried to get a few weeks, got caught my head of the hospital."
tifu-test-05210,"i tried to get a girl, ended up my friend and i didn't know it was going out of the school."
tifu-test-05211,"i got a new job of my boss, i was stuck to get an guy."
tifu-test-05212,"tried to eat my coffee, drank up a bottle."
tifu-test-05213,"i tried to play my dad's house, i was a new brother."
tifu-test-05214,"i tried to get a girl, ended up my house."
tifu-test-05215,"tried to read a book of the paper, got out."
tifu-test-05216,"i tried to get a girl, got stuck up my mother's house."
tifu-test-05217,"i tried to get a girl, got caught my girlfriend."
tifu-test-05218,i was a new job of my boss.
tifu-test-05219,"i tried to get a new computer, ended up my boss and got stuck out of the school."
tifu-test-05220,"i tried to get a girl, ended up my mom's house."
tifu-test-05221,"i tried to get a girl, ended up my girlfriend."
tifu-test-05222,i tried to get a new internet of my phone.
tifu-test-05223,"i got drunk in my friend and ended up a drink,"
tifu-test-05224,i was a joke of my friend and i didn't know it.
tifu-test-05225,"i tried to get a new friend, got caught up my house."
tifu-test-05226,"i tried to get a new car, ended up my house."
tifu-test-05227,i didn't know my mom's school.
tifu-test-05228,"i went to get a big friend, ended up the first day."
tifu-test-05229,"i tried to get a new car, got stuck up my wallet."
tifu-test-05230,"i tried to get a girl, got caught my car and ended up the police."
tifu-test-05231,i tried to get a new computer and i didn't be my phone.
tifu-test-05232,"went to get a girl, got drunk in the car."
tifu-test-05233,"i tried to get a picture of my friend's phone, i was stuck up out."
tifu-test-05234,i was a girl of my friend's party and i had been seen her face.
tifu-test-05235,"i was a job of my boss, i didn't be been to get the same time."
tifu-test-05236,"i told a girl, i was my friend's girlfriend."
tifu-test-05237,"i tried to get a girl, got stuck up my face."
tifu-test-05238,"i was a job of my boss, and i didn't be the new office."
tifu-test-05239,"i tried to get a girl and got caught the car, ended up my house."
tifu-test-05240,"tried to get a girl, got caught my girlfriend's house."
tifu-test-05241,"i tried to get a girl, ended up my face."
tifu-test-05242,"i was a game of my friend, got caught the field."
tifu-test-05243,"i tried to get a guy, ended up my car and got caught out of front."
tifu-test-05244,"i tried to get a big friend, ended up with my boyfriend's house."
tifu-test-05245,"i tried to get a test of my nose,"
tifu-test-05246,"i tried to wash my house, got a shower and ended up the floor."
tifu-test-05247,"i was a joke of my friend, i didn't know it."
tifu-test-05248,"i tried to get a kid, got stuck up my dad's house."
tifu-test-05249,"i tried to get a girl, got caught my friend and i was stuck out of the first time."
tifu-test-05250,i didn't pay my wallet and i was a new job.
tifu-test-05251,"i was a job of my boss, and i'm stuck up to get work."
tifu-test-05252,"i tried to get a new friend, got caught it was the police."
tifu-test-05253,"tried to make a girl, ended up my mom's house."
tifu-test-05254,"i tried to get a job, got my boss and i didn't know it."
tifu-test-05255,"i tried to get a girl, got drunk with my girlfriend."
tifu-test-05256,"i tried to get a shower, ended up my bathroom."
tifu-test-05257,"i tried to make a girl, ended up my house."
tifu-test-05258,"i tried to get a few day, got caught my house and i was stuck up with the door."
tifu-test-05259,"i tried to get a girl, got drunk with my car."
tifu-test-05260,i tried to get a guy.
tifu-test-05261,"went to get a girl, got married with my girlfriend."
tifu-test-05262,"tried to get a girl, ended up my penis."
tifu-test-05263,"i tried to get a new girl, got caught up with my boss."
tifu-test-05264,"tried to get a girl, ended up my bathroom."
tifu-test-05265,"i was a girl of my girlfriend,"
tifu-test-05266,"i tried to get a girl, got caught my friend and ended up out of the school."
tifu-test-05267,"i tried to make my mom's house, i was a little day."
tifu-test-05268,"i tried to get a new friend, got my friends and i was stuck up the first time."
tifu-test-05269,"i tried to get a doctor, got an hospital."
tifu-test-05270,"i tried to get a job of my boss, got stuck up the first day."
tifu-test-05271,i was a joke of my boss.
tifu-test-05272,"i tried to get a girl with my girlfriend, she was going out of the date."
tifu-test-05273,"i went to get a girl, got caught my girlfriend and she was going out of the same day."
tifu-test-05274,i tried to get a girl.
tifu-test-05275,i was a lot of my house.
tifu-test-05276,"tried to get a shower, ended up my nose."
tifu-test-05277,"tried to take a bottle of my hand,"
tifu-test-05278,"i tried to get a dick, got my penis."
tifu-test-05279,"i tried to get a girl, got caught up with my girlfriend."
tifu-test-05280,"tried to get a bar, ended up the door."
tifu-test-05281,"i tried to get a shower,"
tifu-test-05282,"i tried to get a guy, got caught the party."
tifu-test-05283,"i tried to get a picture of my friend, i was an girl."
tifu-test-05284,"i tried to get a girl, i didn't eat up my mom."
tifu-test-05285,"i tried to get a shower, got caught my bathroom and ended up the toilet."
tifu-test-05286,"tried to get a shower, ended up my nose."
tifu-test-05287,"i tried to get a new phone, i was stuck up my mom's internet."
tifu-test-05288,"i tried to get a girl, ended up the hospital."
tifu-test-05289,"tried to get a girl, ended up my car."
tifu-test-05290,"i tried to get a girl with my friend, got caught out of the party."
tifu-test-05291,i was going to get a room and got my house.
tifu-test-05292,"i tried to get a red hair,"
tifu-test-05293,"i was a bottle of my nose,"
tifu-test-05294,"i drank my friend and got drunk,"
tifu-test-05295,"tried to get a little dog, got caught up my foot."
tifu-test-05296,"i tried to get a girl, ended up my boss and got caught the first day."
tifu-test-05297,"tried to get a shower, ended up my nose."
tifu-test-05298,"i tried to get a fire, got burnt my house."
tifu-test-05299,"i tried to get a shower, ended up my house."
tifu-test-05300,"i tried to play my computer, ended up a new game of the internet."
tifu-test-05301,i tried to get a new room and got stuck up my house.
tifu-test-05302,"i tried to get a girl, ended up my girlfriend and i was going out of the first time."
tifu-test-05303,"i tried to get a few day, got stuck up my head of the road."
tifu-test-05304,"i tried to get a girl, ended up my face of the school."
tifu-test-05305,"i tried to get a school, got caught up my friend and ended out of the police."
tifu-test-05306,i tried to make my eye.
tifu-test-05307,"i tried to get a guy, got caught out of my boss."
tifu-test-05308,"i tried to get a class of my teacher, got caught the school."
tifu-test-05309,"i tried to get a girl, got caught my friend and she was going out of her girlfriend."
tifu-test-05310,"i tried to get a girl, got caught my mom's house."
tifu-test-05311,"i tried to get a girl, got caught up my car."
tifu-test-05312,"i was a guy,"
tifu-test-05313,"i tried to get a shit, got stuck up my nose."
tifu-test-05314,"i tried to get a car, got caught my head of the road."
tifu-test-05315,"i tried to get a new computer, got stuck up my phone."
tifu-test-05316,"i tried to get a car, got stuck up my car."
tifu-test-05317,"i tried to get a cat dog, ended up my house."
tifu-test-05318,"i tried to get a guy in the bathroom, ended up out of my toilet."
tifu-test-05319,"i was a wrong of my boss, i'm supposed to get an class."
tifu-test-05320,"tried to get a girl, got stabbed up my head of the hospital."
tifu-test-05321,"i tried to get a fire and got burnt my house,"
tifu-test-05322,"tried to get a door, got locked out of my house."
tifu-test-05323,"i tried to be a wrong of the door, ended up my house."
tifu-test-05324,"i tried to get a test, ended up my exam."
tifu-test-05325,"i tried to get a school, got caught my teacher."
tifu-test-05326,"i thought i'm a girl,"
tifu-test-05327,"i tried to get a girl, got drunk with the bar of my boss."
tifu-test-05328,"i tried to get a car, got caught my house."
tifu-test-05329,i tried to get a girl.
tifu-test-05330,"tried to get a girl, got sick and ended up my friend."
tifu-test-05331,"i tried to get a fire, got caught my house."
tifu-test-05332,"i tried to get my house, got a new room and ended up out of the floor."
tifu-test-05333,"i tried to get a girl, ended up the hospital."
tifu-test-05334,"i went to get a girl, got drunk with my girlfriend."
tifu-test-05335,"i tried to get a girl, got my friend."
tifu-test-05336,"i tried to get a girl with my girlfriend, but i didn't know it was married."
tifu-test-05337,"tried to get a big friend, ended up my nose."
tifu-test-05338,"i tried to buy a new computer, but i was stuck up my laptop."
tifu-test-05339,"i tried to get a girl and got my nose,"
tifu-test-05340,"i tried to get a pizza, but i didn't know it was going to make the store."
tifu-test-05341,i tried to get a girl.
tifu-test-05342,"i tried to get a girl, but i didn't know it."
tifu-test-05343,i told my girlfriend and i'm married to get a girl.
tifu-test-05344,"i tried to get a guy, ended up my face of the room."
tifu-test-05345,"tried to get a cat dog, got caught up my car."
tifu-test-05346,"i tried to get a new job, but i didn't go out of my friend."
tifu-test-05347,tried to watch a movie of my friend and
tifu-test-05348,"i tried to play a little friend, got stuck up the gun."
tifu-test-05349,"tried to get a car, got stuck up the road."
tifu-test-05350,"i tried to get a car, got stuck up my house."
tifu-test-05351,"i went to get a bus, got caught up in the train."
tifu-test-05352,"tried to get a bike, got stuck up my car."
tifu-test-05353,"i was a new job of my phone, i didn't be called the first day."
tifu-test-05354,"i tried to get a cat dog, got caught my nose and ended up the bathroom."
tifu-test-05355,i got a joke of my friend.
tifu-test-05356,"i didn't know i'm my phone,"
tifu-test-05357,"tried to get a kid, got stuck up my brother."
tifu-test-05358,i was a wrong of my mother.
tifu-test-05359,"i went to get a girl, got caught my friend and ended up the house."
tifu-test-05360,"i tried to get a girl, got drunk with my girlfriend and ended up out."
tifu-test-05361,"i tried to get a girl, she was going out of my girlfriend."
tifu-test-05362,"i tried to get a doctor, ended up my nose."
tifu-test-05363,"tried to get a shower, ended up my house."
tifu-test-05364,"i tried to get a girl with my friend's date, i'm not know it."
tifu-test-05365,"tried to get a girl, ended up out of my girlfriend."
tifu-test-05366,"i went to get a girl, got drunk and ended up my girlfriend."
tifu-test-05367,i was a joke of my friend and i didn't have be the movie.
tifu-test-05368,"i tried to get a girl with my girlfriend, she was going out."
tifu-test-05369,i tried to make my face of the first day.
tifu-test-05370,"i tried to get a wrong of my foot, ended up the road."
tifu-test-05371,i tried to get a new girl and got drunk in the bathroom.
tifu-test-05372,"i tried to get a guy, got caught out of my friend."
tifu-test-05373,"i was a wrong, i didn't get the bus."
tifu-test-05374,"i went to get a girl, got caught my car and ended up the school."
tifu-test-05375,"i was going to get a car, ended up my house."
tifu-test-05376,i tried to get a girl.
tifu-test-05377,"i tried to get a girl, got caught my dad's family."
tifu-test-05378,"tried to get a pit, ended up my foot."
tifu-test-05379,"tried to get a girl, got caught my friend and ended up out of the first day."
tifu-test-05380,"tried to get a beach, got caught my foot."
tifu-test-05381,"i tried to get a girl, ended up my girlfriend and got drunk."
tifu-test-05382,"tried to get a pit, got stuck up my foot."
tifu-test-05383,"i was a wrong of my friend,"
tifu-test-05384,i tried to play my new computer and now i didn't get a big game.
tifu-test-05385,"i tried to get a new ticket, got caught up and ended out of the bus."
tifu-test-05386,"i was a guy in the girl, got caught my boss."
tifu-test-05387,"i tried to get a guy, got caught my boss."
tifu-test-05388,"i was a guy, got drunk and i didn't go to get the party."
tifu-test-05389,"i tried to get a new car, got stuck up the store."
tifu-test-05390,i tried to get a girl and got my girlfriend.
tifu-test-05391,i was a kid in the school.
tifu-test-05392,"i went to get a girl, got caught up with my friend and i was going out of the first time."
tifu-test-05393,"i tried to get a girl, ended up my girlfriend."
tifu-test-05394,"tried to get a shower, ended up my house."
tifu-test-05395,"i was a new job of my boss, and now i'm stuck up the computer."
tifu-test-05396,"i tried to get a girl, got my friend and i was going out of the police."
tifu-test-05397,"i tried to make a shower,"
tifu-test-05398,i was going to get a few weeks of my mother's mom.
tifu-test-05399,"i got a wrong of my friend,"
tifu-test-05400,"i tried to get a girl, got caught out of my girlfriend and ended up with the door."
tifu-test-05401,"i tried to get a new car, got caught up the bus."
tifu-test-05402,"i tried to get a girl, i was an little kid in my mother's family."
tifu-test-05403,"i tried to get a shit, ended up the toilet."
tifu-test-05404,"i tried to get a new car, ended up my phone."
tifu-test-05405,"i tried to get a new computer, got stuck up my phone and now i didn't use it."
tifu-test-05406,"i tried to get a new car, got caught it was burnt my nose."
tifu-test-05407,"i tried to get a new girl, ended up my house."
tifu-test-05408,"i tried to get a dog, but i was going out of the cat."
tifu-test-05409,"i was a guy in my friend's room,"
tifu-test-05410,"tried to get a road, ended up my face and got stuck out of the floor."
tifu-test-05411,i tried to get a guy and got my car.
tifu-test-05412,"i tried to buy a new car, now i'm stuck up it was going to get the same job."
tifu-test-05413,"i tried to get a room, got my bedroom and ended up the bathroom."
tifu-test-05414,"i tried to get a girl, ended up with my girlfriend."
tifu-test-05415,"i tried to get a new car, got caught up the road."
tifu-test-05416,"i tried to get a car, got caught up the hospital."
tifu-test-05417,"i was a guy of my friend,"
tifu-test-05418,"i tried to get a fire, got caught my house."
tifu-test-05419,i tried to get a party of my wedding.
tifu-test-05420,"i tried to get a door, got my house."
tifu-test-05421,"i tried to get a big friend, got caught my friends and i was going out of the party."
tifu-test-05422,i got a joke of my friend.
tifu-test-05423,"i tried to get a girl, got drunk with my car."
tifu-test-05424,"tried to get a doctor, got caught up my nose."
tifu-test-05425,"i told a girl with my girlfriend, she was going to tell me."
tifu-test-05426,"i tried to make a shower, ended up my house."
tifu-test-05427,"i tried to get a new car, got stuck up out of the road."
tifu-test-05428,i tried to get a car.
tifu-test-05429,"tried to get a shower, ended up my nose and got stuck out of the floor."
tifu-test-05430,"i tried to get a girl, ended up my face."
tifu-test-05431,"i tried to get a job, got stuck up my ass."
tifu-test-05432,"i went to get a job, got my boss and i didn't go out of the room."
tifu-test-05433,"i tried to make my phone, i'm a new computer and now she was stuck up it."
tifu-test-05434,"i tried to get a girl, ended up my girlfriend and i was stuck out of the phone."
tifu-test-05435,"i tried to get a dentist, ended up my nose."
tifu-test-05436,"i tried to get a new job, got stuck up my boss."
tifu-test-05437,i tried to get a guy with my head of the face.
tifu-test-05438,"i tried to get a car, got stuck up my car."
tifu-test-05439,i was a joke of my friend's dad.
tifu-test-05440,"i tried to get a new car, got stuck up my boss."
tifu-test-05441,"i tried to get a girl, got stuck up the door."
tifu-test-05442,"i tried to get a guy, got my friend's house."
tifu-test-05443,"i went to get a girl, got caught my house."
tifu-test-05444,i went to get a movie of my boss.
tifu-test-05445,"i tried to get a new phone, i was called my friend and now she didn't know it."
tifu-test-05446,"i tried to get a guy, ended up my pants and got caught out of the shower."
tifu-test-05447,"i tried to get a new house, got caught up the room."
tifu-test-05448,"i tried to get a new computer, but i'm stuck up my phone."
tifu-test-05449,"i tried to get a toilet, ended up my bathroom."
tifu-test-05450,"i tried to get a girl, got stuck up my foot."
tifu-test-05451,"i tried to get a car, got caught out of my girlfriend."
tifu-test-05452,"tried to get a shower, got stuck up my phone."
tifu-test-05453,"i tried to get a girl, ended up my girlfriend."
tifu-test-05454,"i tried to get a big job, ended up the fire."
tifu-test-05455,"i tried to get a guy, got caught my boss."
tifu-test-05456,"i tried to get a car, got caught my car and ended up the road."
tifu-test-05457,"i got a job of my boss, i didn't be fired up to work."
tifu-test-05458,"i tried to get a toilet, ended up my bathroom."
tifu-test-05459,"i tried to get a few girl, got stuck up the first time of my eye."
tifu-test-05460,"i tried to get a new car, got stuck up the road."
